1,800,588
2,722,464
3,602,455
4,603,501
5,618,586
6,562,671
7,629,721
8,747,672
9,801,620
10,854,673
11,968,723
12,1039,663
13,988,592
14,988,500
15,996,459
16,885,466
17,801,404
18,803,717
19,467,679
20,1136,669
