1,800,587
2,726,454
3,609,448
4,617,484
5,625,586
6,571,641
7,615,713
8,747,672
9,801,632
10,856,675
11,969,713
12,1036,656
13,974,583
14,988,483
15,976,443
16,871,450
17,801,400
18,801,764
19,478,657
20,1124,659
