1,801,595
2,716,471
3,602,467
4,584,502
5,623,593
6,568,690
7,660,731
8,741,684
9,801,640
10,851,682
11,940,727
12,1016,668
13,968,586
14,1014,504
15,984,460
16,880,464
17,802,399
18,801,765
19,487,684
20,1113,666
